gene-chr,gene-start,gene-end,mRNA-start,mRNA-end,gene-ID,Genbank,Product,mRNALength
NC_035787.1,49751114,49752544,49751114,49752544,111109142,XM_022445228.1,uncharacterized LOC111109142,1430
NC_035787.1,49760880,49766868,49760880,49766868,111109143,XM_022445229.1,uncharacterized LOC111109143,5988
NC_035787.1,49777312,49778596,49777312,49778596,111110451,XM_022446954.1,uncharacterized LOC111110451,1284
NC_035787.1,49779107,49783067,49779107,49783067,111109742,XM_022445967.1,uncharacterized LOC111109742,3960
NC_035787.1,49826933,49833221,49826933,49833221,111106070,XM_022440593.1,fucolectin-like,6288
NC_035787.1,49878523,49887735,49878523,49887735,111109145,XM_022445230.1,uncharacterized LOC111109145,9212
NC_035787.1,49892632,49893486,49892632,49893486,111109146,XM_022445231.1,uncharacterized LOC111109146,854
NC_035787.1,49899378,49918954,49899378,49918954,111108001,XM_022443474.1,ELKS/Rab6-interacting/CAST family member 1-like,19576
NC_035787.1,49918669,49939378,49918669,49939378,111109147,XM_022445232.1,uncharacterized LOC111109147,20709
NC_035787.1,49941508,49946706,49941508,49946706,111106822,XM_022441648.1,lipoma HMGIC fusion partner-like 3 protein,5198
NC_035787.1,49950544,49952869,49950544,49952869,111109712,XM_022445934.1,uncharacterized LOC111109712,2325
NC_035787.1,49955579,49959195,49955579,49959195,111106299,XM_022440916.1,phosphoserine phosphatase-like,3616
NC_035787.1,49959189,49962260,49959189,49962260,111106300,XM_022440921.1,peptidyl-prolyl cis-trans isomerase-like 1,3071
NC_035787.1,49962426,49967069,49962426,49967069,111107005,XM_022441929.1,uncharacterized LOC111107005,4643
NC_035787.1,49969006,49971836,49969006,49971836,111109946,XM_022446216.1,uncharacterized LOC111109946,2830
NC_035787.1,49984072,49994644,49984072,49994644,111110406,XM_022446897.1,uncharacterized LOC111110406,10572
NC_035787.1,49997986,50001793,49997986,50001793,111109148,XM_022445233.1,uncharacterized LOC111109148,3807
NC_035787.1,50015930,50022430,50015930,50022430,111109149,XM_022445234.1,uncharacterized LOC111109149,6500
NC_035787.1,50034787,50037742,50034787,50037742,111108690,XM_022444722.1,protein rolling stone-like,2955
NC_035787.1,50041920,50053649,50041920,50053649,111106978,XM_022441882.1,E3 ubiquitin-protein ligase TRIM39-like,11729
NC_035787.1,50056295,50064261,50056295,50064261,111105847,XM_022440296.1,carbohydrate sulfotransferase 11-like,7966
NC_035787.1,50070421,50074795,50070421,50074795,111108783,XM_022444863.1,dnaJ homolog subfamily B member 9-like,4374
NC_035787.1,50074827,50080591,50074827,50080591,111105816,XM_022440218.1,protein cereblon-like,5764
NC_035787.1,50086072,50087998,50086072,50087998,111110211,XM_022446607.1,neurocalcin homolog,1926
NC_035787.1,50091747,50093411,50091747,50093411,111110367,XM_022446842.1,melanocortin receptor 5-like,1664
NC_035787.1,50099516,50102038,50099516,50102038,111106130,XM_022440675.1,uncharacterized protein C1orf194 homolog,2522
NC_035787.1,50102232,50119586,50102232,50119586,111108128,XM_022443732.1,UPF0577 protein KIAA1324-like homolog,17354
NC_035787.1,50121263,50132131,50121263,50132131,111108632,XM_022444631.1,uncharacterized LOC111108632,10868
NC_035787.1,50132132,50147093,50132133,50147093,111108633,XM_022444634.1,protein arginine N-methyltransferase 6-like,14960
NC_035787.1,50148068,50150383,50148068,50150383,111108634,XM_022444635.1,protein shisa-4-like,2315
NC_035787.1,50169305,50198316,50169305,50198316,111106659,XM_022441421.1,uncharacterized LOC111106659,29011
NC_035787.1,50175925,50181450,50175925,50181450,111106660,XM_022441424.1,uncharacterized LOC111106660,5525
NC_035787.1,50214229,50216512,50214229,50216512,111106663,XM_022441427.1,uncharacterized LOC111106663,2283
NC_035787.1,50220079,50225083,50220079,50225083,111106661,XM_022441425.1,uncharacterized LOC111106661,5004
NC_035787.1,50237050,50238010,50237050,50238010,111106662,XM_022441426.1,uncharacterized LOC111106662,960
NC_035787.1,50284357,50288068,50284357,50288068,111106160,XM_022440713.1,uncharacterized LOC111106160,3711
NC_035787.1,50307075,50308157,50307075,50308157,111110212,XM_022446608.1,uncharacterized LOC111110212,1082
NC_035787.1,50320193,50342990,50320193,50342990,111106053,XM_022440576.1,E3 ubiquitin-protein ligase TRIM9-like,22797
NC_035787.1,50353744,50354699,50353744,50354699,111110116,XM_022446476.1,uncharacterized LOC111110116,955
NC_035787.1,50361153,50399820,50361153,50399556,111106768,XM_022441578.1,fibrillin-1-like,38403
NC_035787.1,50401207,50404777,50401207,50404777,111109846,XM_022446097.1,uncharacterized LOC111109846,3570
NC_035787.1,50430090,50443493,50430090,50443493,111105840,XM_022440278.1,uncharacterized LOC111105840,13403
NC_035787.1,50447634,50462358,50447634,50462358,111106967,XM_022441867.1,uncharacterized LOC111106967,14724
NC_035787.1,50462487,50474884,50462487,50474884,111106336,XM_022440976.1,uncharacterized LOC111106336,12397
NC_035787.1,50482045,50483652,50482045,50483652,111109150,XM_022445235.1,uncharacterized LOC111109150,1607
NC_035787.1,50483825,50485320,50483825,50485320,111109151,XM_022445236.1,uncharacterized LOC111109151,1495
NC_035787.1,50490370,50490873,50490370,50490873,111109152,XM_022445237.1,death-associated inhibitor of apoptosis 1-like,503
NC_035787.1,50495475,50499869,50495475,50499869,111110629,XM_022447203.1,uncharacterized LOC111110629,4394
NC_035787.1,50508203,50513453,50508203,50513453,111109467,XM_022445592.1,uncharacterized LOC111109467,5250
NC_035787.1,50518954,50522136,50518954,50522136,111110455,XM_022446958.1,uncharacterized LOC111110455,3182
NC_035787.1,50533652,50604414,50533652,50604414,111108443,XM_022444341.1,fibrillin-1-like,70762
NC_035787.1,50559565,50564075,50559565,50564075,111108446,XM_022444345.1,uncharacterized LOC111108446,4510
NC_035787.1,50565871,50570010,50565871,50570010,111108445,XM_022444343.1,uncharacterized LOC111108445,4139
NC_035787.1,50625072,50635896,50625072,50635896,111107024,XM_022441960.1,uncharacterized LOC111107024,10824
NC_035787.1,50671727,50737173,50671727,50737173,111108465,XM_022444373.1,ankyrin-1-like,65446
NC_035787.1,50737124,50739696,50737124,50739696,111109153,XM_022445238.1,ankyrin-1-like,2572
NC_035787.1,50773665,50799164,50773665,50799164,111106765,XM_022441575.1,fibrillin-1-like,25499
NC_035787.1,50802795,50873309,50802795,50873309,111106857,XM_022441704.1,CD109 antigen-like,70514
NC_035787.1,50880570,50890970,50880570,50890970,111110218,XM_022446615.1,latent-transforming growth factor beta-binding protein 1-like,10400
NC_035787.1,50899350,50905080,50899350,50905080,111110185,XM_022446579.1,ubiquitin-conjugating enzyme E2 N,5730
NC_035787.1,50908429,50927244,50908429,50927244,111109155,XM_022445239.1,receptor tyrosine-protein kinase erbB-4-like,18815
NC_035787.1,50932665,50939524,50932665,50939524,111109425,XM_022445526.1,transmembrane protein 115-like,6859
NC_035787.1,50942238,50944762,50942238,50944762,111109623,XM_022445819.1,epididymal secretory protein E1-like,2524
NC_035787.1,50955882,50967787,50955882,50967787,111110431,XM_022446929.1,FMRFamide receptor-like,11905
NC_035787.1,50984272,50992369,50984273,50992369,111105882,XM_022440338.1,argininosuccinate synthase-like,8096
NC_035787.1,50995601,50998618,50995601,50998618,111106200,XM_022440769.1,thioredoxin domain-containing protein 9-like,3017
NC_035787.1,51000432,51007765,51000432,51007765,111106452,XM_022441126.1,N-fatty-acyl-amino acid synthase/hydrolase PM20D1-like,7333
NC_035787.1,51019240,51021559,51019240,51021559,111110216,XM_022446613.1,thyrotropin-releasing hormone receptor-like,2319
NC_035787.1,51041973,51052015,51041973,51052015,111110628,XM_022447202.1,methionine aminopeptidase 2-like,10042
NC_035787.1,51059686,51073988,51059686,51073988,111107200,XM_022442257.1,serine/threonine-protein kinase TBK1-like,14302
NC_035787.1,51083032,51083618,51083032,51083618,111107073,XM_022442042.1,uncharacterized LOC111107073,586
NC_035787.1,51093495,51128302,51093495,51128302,111107048,XM_022442000.1,serine/threonine-protein kinase TBK1-like,34807
NC_035787.1,51168346,51169793,51168346,51169793,111109156,XM_022445240.1,uncharacterized protein F54H12.2-like,1447
NC_035787.1,51179229,51180938,51179229,51180938,111109157,XM_022445241.1,uncharacterized LOC111109157,1709
NC_035787.1,51230967,51240333,51235771,51240333,111107510,XM_022442737.1,uncharacterized LOC111107510,4562
NC_035787.1,51242824,51248414,51242824,51248414,111107508,XM_022442734.1,short-chain collagen C4-like,5590
NC_035787.1,51252814,51257517,51252814,51257517,111107507,XM_022442730.1,short-chain collagen C4-like,4703
NC_035787.1,51258622,51263461,51258622,51263461,111107506,XM_022442729.1,neurogenic locus notch homolog protein 1-like,4839
NC_035787.1,51284341,51289912,51284341,51289912,111107509,XM_022442736.1,short-chain collagen C4-like,5571
NC_035787.1,51295622,51299467,51295622,51299467,111110080,XM_022446414.1,short-chain collagen C4-like,3845
NC_035787.1,51311965,51370398,51315323,51370398,111107144,XM_022442160.1,uncharacterized LOC111107144,55075
NC_035787.1,51358730,51361849,51358730,51361849,111107145,XM_022442167.1,uncharacterized LOC111107145,3119
NC_035787.1,51370943,51372219,51370943,51372219,111107147,XM_022442168.1,uncharacterized LOC111107147,1276
NC_035787.1,51388453,51392489,51388453,51392489,111110042,XM_022446373.1,short-chain collagen C4-like,4036
NC_035787.1,51395386,51402459,51395386,51402459,111108217,XM_022443948.1,probable E3 ubiquitin-protein ligase makorin-1,7073
NC_035787.1,51402619,51411093,51402619,51411093,111108218,XM_022443949.1,uncharacterized LOC111108218,8474
NC_035787.1,51413071,51438928,51413071,51438928,111107827,XM_022443198.1,uncharacterized LOC111107827,25857
NC_035787.1,51443438,51447447,51443438,51447447,111107113,XM_022442109.1,dual specificity tyrosine-phosphorylation-regulated kinase 2-like,4009
NC_035787.1,51454419,51481044,51454419,51481044,111107111,XM_022442106.1,F-box/LRR-repeat protein 5-like,26625
NC_035787.1,51481106,51482505,51481106,51482505,111107117,XM_022442112.1,uncharacterized LOC111107117,1399
NC_035787.1,51499818,51504330,51499818,51504330,111107109,XM_022442104.1,laccase-4-like,4512
NC_035787.1,51505299,51516272,51505299,51516272,111107112,XM_022442108.1,peroxisomal acyl-coenzyme A oxidase 1-like,10973
NC_035787.1,51523596,51526172,51523596,51526172,111107119,XM_022442118.1,perlustrin-like protein,2576
NC_035787.1,51533698,51536700,51533698,51536700,111109158,XM_022445242.1,serine/arginine repetitive matrix protein 5-like,3002
NC_035787.1,51537068,51547974,51537068,51547974,111107118,XM_022442116.1,neurocalcin homolog,10906
NC_035787.1,51588355,51592381,51588355,51592381,111107116,XM_022442111.1,uncharacterized LOC111107116,4026
NC_035787.1,51601707,51630990,51601707,51630990,111107115,XM_022442110.1,reticulocyte-binding protein 2 homolog a-like,29283
NC_035787.1,51639982,51664993,51639982,51664993,111107110,XM_022442105.1,uncharacterized LOC111107110,25011
NC_035787.1,51701815,51713037,51701815,51713037,111109159,XM_022445243.1,uncharacterized LOC111109159,11222
NC_035787.1,51709880,51720753,51709880,51720753,111106260,XM_022440868.1,cingulin-like,10873
NC_035787.1,51726455,51729598,51726455,51729598,111106492,XM_022441193.1,uncharacterized LOC111106492,3143
NC_035787.1,51739491,51742708,51739491,51742708,111106235,XM_022440823.1,nuclear apoptosis-inducing factor 1-like,3217
NC_035787.1,51741149,51743812,51741149,51743812,111106236,XM_022440824.1,putative nuclease HARBI1,2663
NC_035787.1,51761352,51768662,51761352,51768662,111110590,XM_022447153.1,solute carrier family 35 member E3-like,7310
NC_035787.1,51770689,51778434,51770689,51778434,111106552,XM_022441274.1,zinc finger CCHC-type and RNA-binding motif-containing protein 1-like,7745
NC_035787.1,51789183,51814258,51789184,51814258,111107595,XM_022442869.1,cadherin-like and PC-esterase domain-containing protein 1,25074
NC_035787.1,51817954,51823700,51817954,51823700,111107597,XM_022442872.1,short-chain collagen C4-like,5746
NC_035787.1,51830633,51836894,51830633,51836894,111107596,XM_022442871.1,short-chain collagen C4-like,6261
NC_035787.1,51844115,51849239,51844115,51849239,111108621,XM_022444610.1,interferon-induced protein 44-like,5124
NC_035787.1,51849760,51854591,51849760,51854591,111108622,XM_022444613.1,complement C1q tumor necrosis factor-related protein 3-like,4831
NC_035787.1,51862243,51863931,51862243,51863931,111108623,XM_022444615.1,collagen alpha-2(VIII) chain-like,1688
NC_035787.1,51868120,51870884,51868120,51870884,111109161,XM_022445244.1,uncharacterized LOC111109161,2764
NC_035787.1,51871814,51873931,51871814,51873931,111108618,XM_022444608.1,uncharacterized LOC111108618,2117
NC_035787.1,51887270,51892912,51887270,51892912,111108619,XM_022444609.1,interferon-induced protein 44-like,5642
NC_035787.1,51909491,51911382,51909491,51911382,111110304,XM_022446740.1,complement C1q subcomponent subunit B-like,1891
NC_035787.1,51915475,51917442,51915475,51917442,111109162,XM_022445245.1,complement C1q tumor necrosis factor-related protein 3-like,1967
NC_035787.1,51928458,51932453,51928458,51932453,111106448,XM_022441121.1,interaptin-like,3995
NC_035787.1,51941229,51943350,51941229,51943350,111105761,XM_022440142.1,uncharacterized LOC111105761,2121
NC_035787.1,51956030,51957555,51956030,51957555,111109874,XM_022446129.1,complement C1q tumor necrosis factor-related protein 3-like,1525
NC_035787.1,51966657,51977214,51966663,51977214,111110165,XM_022446554.1,angiopoietin-1 receptor-like,10551
NC_035787.1,51986964,51988439,51986964,51988439,111110026,XM_022446340.1,complement C1q tumor necrosis factor-related protein 3-like,1475
NC_035787.1,52000444,52002626,52000444,52002626,111110173,XM_022446564.1,complement C1q tumor necrosis factor-related protein 2-like,2182
NC_035787.1,52014180,52017347,52014180,52017347,111109905,XM_022446171.1,cytochrome P450 2F5-like,3167
NC_035787.1,52037711,52040444,52037711,52040444,111110669,XM_022447265.1,cytochrome P450 2E1-like,2733
NC_035787.1,52044450,52050909,52044450,52050909,111110523,XM_022447067.1,cytochrome P450 2B5-like,6459
NC_035787.1,52050974,52059712,52050974,52059712,111110524,XM_022447070.1,uncharacterized LOC111110524,8738
NC_035787.1,52062126,52081770,52062126,52081770,111108110,XM_022443679.1,uncharacterized LOC111108110,19644
NC_035787.1,52098410,52105481,52098410,52105481,111108786,XM_022444866.1,protein FAM185A-like,7071
NC_035787.1,52106511,52107640,52106511,52107640,111105674,XM_022440022.1,caveolin-1-like,1129
NC_035787.1,52108337,52115901,52108337,52115901,111108424,XM_022444295.1,sentrin-specific protease 8-like,7564
NC_035787.1,52122491,52129072,52122491,52129072,111109690,XM_022445908.1,uncharacterized LOC111109690,6581
NC_035787.1,52130859,52145051,52130859,52145051,111109822,XM_022446064.1,DNA repair protein complementing XP-C cells homolog,14192
NC_035787.1,52152552,52162791,52152552,52162791,111108245,XM_022444000.1,THUMP domain-containing protein 3-like,10239
NC_035787.1,52162904,52178081,52162904,52178081,111108246,XM_022444001.1,UDP-D-xylose:ribitol-5-phosphate beta1,15177
NC_035787.1,52180589,52196529,52183973,52196495,111110545,XM_022447092.1,mitochondrial ribonuclease P protein 1-like,12522
NC_035787.1,52197839,52200951,52197839,52200951,111106006,XM_022440515.1,thioredoxin-like protein 4B,3112
NC_035787.1,52202293,52208305,52202293,52208305,111106005,XM_022440514.1,PHD finger protein 24-like,6012
NC_035787.1,52231495,52236009,52231495,52236009,111106295,XM_022440912.1,heat shock 70 kDa protein 12A-like,4514
NC_035787.1,52281719,52288523,52281719,52288523,111106636,XM_022441376.1,uncharacterized LOC111106636,6804
NC_035787.1,52288660,52309138,52288660,52309138,111106619,XM_022441354.1,dual serine/threonine and tyrosine protein kinase-like,20478
NC_035787.1,52309178,52335566,52309178,52335566,111106618,XM_022441351.1,protein pigeon-like,26388
NC_035787.1,52319234,52432953,52319234,52432953,111106633,XM_022441372.1,tripartite motif-containing protein 5-like,113719
NC_035787.1,52342119,52345282,52342119,52345282,111106623,XM_022441358.1,tripartite motif-containing protein 5-like,3163
NC_035787.1,52371104,52373319,52371104,52373319,111106625,XM_022441359.1,uncharacterized LOC111106625,2215
NC_035787.1,52385424,52388169,52385424,52388169,111109164,XM_022445246.1,uncharacterized LOC111109164,2745
NC_035787.1,52398778,52400984,52398778,52400984,111106631,XM_022441371.1,uncharacterized LOC111106631,2206
NC_035787.1,52413002,52442068,52413030,52442068,111106637,XM_022441377.1,uncharacterized LOC111106637,29038
NC_035787.1,52427365,52428699,52427365,52428699,111106638,XM_022441382.1,uncharacterized LOC111106638,1334
NC_035787.1,52451867,52481323,52451867,52481308,111106630,XM_022441369.1,tripartite motif-containing protein 5-like,29441
